Name,Designation,Company,Country,Best Available LinkedIn ID,Best Available LinkedIn URL,Verification Status,LinkedIn ID,LinkedIn URL,Match Status,Confidence,Match Evidence,Source URL
Rana Ashutosh Kumar Singh,"Managing Director (IB, GM&T)",State Bank of India,India,rana-ashutosh-kumar-singh-36966931,https://www.linkedin.com/in/rana-ashutosh-kumar-singh-36966931/,Verified - high-confidence public match,rana-ashutosh-kumar-singh-36966931,https://www.linkedin.com/in/rana-ashutosh-kumar-singh-36966931/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/rana-ashutosh-kumar-singh-36966931/; margin=1.00,https://globalfintechfest.com/speakers
Ranjan R Reddy,Founder and CEO,Bureau,United States of America,ranjanready,https://www.linkedin.com/in/ranjanready/,Verified - provided by GFF,ranjanready,https://www.linkedin.com/in/ranjanready/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Ranvir Singh,"Founder, Chairman and Chief Executive Officer",Kissht,India,ranvir-singh-23701719,https://www.linkedin.com/in/ranvir-singh-23701719/,Verified - provided by GFF,ranvir-singh-23701719,https://www.linkedin.com/in/ranvir-singh-23701719/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Raoul Nanavati,CEO,Navana Tech India,India,raoul-nanavati-39403b1a,https://www.linkedin.com/in/raoul-nanavati-39403b1a/,Verified - provided by GFF,raoul-nanavati-39403b1a,https://www.linkedin.com/in/raoul-nanavati-39403b1a/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Ravi Ranjan,"Managing Director (Risk, Compliance & SARG)",State Bank of India,India,ravi-ranjan-0395a0254,https://www.linkedin.com/in/ravi-ranjan-0395a0254/,Candidate - manual review required,,,ambiguous,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/ravi-ranjan-0395a0254/; margin=0.00,https://globalfintechfest.com/speakers
Reuben Lim,"Managing Director, APAC",Mars Growth Capital,Singapore,reubenlimwp,https://www.linkedin.com/in/reubenlimwp/,Verified - provided by GFF,reubenlimwp,https://www.linkedin.com/in/reubenlimwp/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Ritesh Pai,"CEO and Executive Director, International Payments",PhonePe,India,riteshrpai,https://www.linkedin.com/in/riteshrpai/,Verified - high-confidence public match,riteshrpai,https://www.linkedin.com/in/riteshrpai/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/riteshrpai/; margin=1.00,https://globalfintechfest.com/speakers
Rohit Mahajan,Founder & Ceo,Plutos One Technology,India,rohit-mahajan-plutosone,https://www.linkedin.com/in/rohit-mahajan-plutosone/,Verified - high-confidence public match,rohit-mahajan-plutosone,https://www.linkedin.com/in/rohit-mahajan-plutosone/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/rohit-mahajan-plutosone/; margin=0.20,https://globalfintechfest.com/speakers
Saibal Ghosh,Head Investments & Wealth Solutions The Hongkong and Shanghai Banking Corporation Limited,HSBC,India,saibal-ghosh-229b8066,https://www.linkedin.com/in/saibal-ghosh-229b8066/,Verified - provided by GFF,saibal-ghosh-229b8066,https://www.linkedin.com/in/saibal-ghosh-229b8066/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sandeep Ghule,Co-founder,Credilio Financial Technologies,India,sandeep-ghule-2669054,https://www.linkedin.com/in/sandeep-ghule-2669054/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/sandeep-ghule-2669054/; margin=0.00,https://globalfintechfest.com/speakers
Sandeep Indurkar,CEO - Payments,BharatPe,India,sandeep-indurkar-138b6826,https://www.linkedin.com/in/sandeep-indurkar-138b6826/,Verified - high-confidence public match,sandeep-indurkar-138b6826,https://www.linkedin.com/in/sandeep-indurkar-138b6826/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/sandeep-indurkar-138b6826/; margin=1.00,https://globalfintechfest.com/speakers
Sandeep Singh,Chief Executive Officer,BharatPe Capital,India,sandeep-singh-07b1227,https://www.linkedin.com/in/sandeep-singh-07b1227/,Verified - provided by GFF,sandeep-singh-07b1227,https://www.linkedin.com/in/sandeep-singh-07b1227/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sandesh G S,CTPO,Bureau,India,sandeshgs,https://www.linkedin.com/in/sandeshgs/,Verified - provided by GFF,sandeshgs,https://www.linkedin.com/in/sandeshgs/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sanjeevan Nikhar,GCCO- Chief General Manager,Punjab National Bank,India,sanjeevan-nikhar-b069b62,https://www.linkedin.com/in/sanjeevan-nikhar-b069b62/,Verified - high-confidence public match,sanjeevan-nikhar-b069b62,https://www.linkedin.com/in/sanjeevan-nikhar-b069b62/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/sanjeevan-nikhar-b069b62/; margin=1.00,https://globalfintechfest.com/speakers
Sanjib Subba,Founder,Kathmandu FinteK,Nepal,sanjibsubba,https://www.linkedin.com/in/sanjibsubba/,Verified - provided by GFF,sanjibsubba,https://www.linkedin.com/in/sanjibsubba/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sanket Nayak,Co-Founder,Digio,India,sanketnayak,https://www.linkedin.com/in/sanketnayak/,Verified - provided by GFF,sanketnayak,https://www.linkedin.com/in/sanketnayak/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sasidhar Thumuluri,Managing Director & CEO,Sub-K IMPACT,India,sasidhar-thumuluri-b93607,https://www.linkedin.com/in/sasidhar-thumuluri-b93607/,Verified - provided by GFF,sasidhar-thumuluri-b93607,https://www.linkedin.com/in/sasidhar-thumuluri-b93607/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Saurabh Drolia,Director of Product Management,Google,India,sdrolia,https://www.linkedin.com/in/sdrolia/,Verified - provided by GFF,sdrolia,https://www.linkedin.com/in/sdrolia/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Shadab Taiyabi,"Immediate Past President, Exco Member",Singapore Fintech Association,Singapore,shadab-taiyabi,https://www.linkedin.com/in/shadab-taiyabi/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/shadab-taiyabi/; margin=1.00,https://globalfintechfest.com/speakers
Shailesh Paul,CEO,WIBMO,India,shailesh-paul,https://www.linkedin.com/in/shailesh-paul/,Verified - provided by GFF,shailesh-paul,https://www.linkedin.com/in/shailesh-paul/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sharad Gulhar,"Executive Vice President, SEA",Pine Labs,Malaysia,sharad-gulhar-147b0351,https://www.linkedin.com/in/sharad-gulhar-147b0351/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/sharad-gulhar-147b0351/; margin=1.00,https://globalfintechfest.com/speakers
Shashank Sharma,Co-Founder & Director,Scoreme Solutions,India,shashank-sharma-21891a12,https://www.linkedin.com/in/shashank-sharma-21891a12/,Verified - provided by GFF,shashank-sharma-21891a12,https://www.linkedin.com/in/shashank-sharma-21891a12/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Shiladitya Mukhopadyaya,Global Head - Truecaller for Business,Truecaller,India,shiladityamukhopadhyaya,https://www.linkedin.com/in/shiladityamukhopadhyaya/,Verified - provided by GFF,shiladityamukhopadhyaya,https://www.linkedin.com/in/shiladityamukhopadhyaya/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Shinichirou Nishikawa,Head of Global Payment,NTT Data,Japan,,,No indexed candidate found,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Shivam Sharma,Product Manager,Nucleus Software Exports Limited,India,ershivam,https://www.linkedin.com/in/ershivam/,Verified - provided by GFF,ershivam,https://www.linkedin.com/in/ershivam/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Shruti Gupta,"Head of Commercial & Money Movement Solutions, India and South Asia",Visa,India,shruti-gupta-18805725,https://www.linkedin.com/in/shruti-gupta-18805725/,Verified - provided by GFF,shruti-gupta-18805725,https://www.linkedin.com/in/shruti-gupta-18805725/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sivaramakrishnan Iswaran,"CEO of Zoho Payment Technologies, and Global Head of Finance and Operations BU, Zoho",Zoho,India,isiva,https://www.linkedin.com/in/isiva/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/isiva/; margin=1.00,https://globalfintechfest.com/speakers
Sonali Shelke,Executive Director,JPMorganChase,India,sonali-shelke-b0762062,https://www.linkedin.com/in/sonali-shelke-b0762062/,Verified - high-confidence public match,sonali-shelke-b0762062,https://www.linkedin.com/in/sonali-shelke-b0762062/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/sonali-shelke-b0762062/; margin=1.00,https://globalfintechfest.com/speakers
Srikant Kurup,Head - Business Toll & Transit Payments,IDFC FIRST Bank,India,srikant-kurup-4a2b2b95,https://www.linkedin.com/in/srikant-kurup-4a2b2b95/,Verified - high-confidence public match,srikant-kurup-4a2b2b95,https://www.linkedin.com/in/srikant-kurup-4a2b2b95/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/srikant-kurup-4a2b2b95/; margin=1.00,https://globalfintechfest.com/speakers
Subhrajit Basu,"Managing Director, ISC & ME",Diners Club,India,subhrajit-basu,https://www.linkedin.com/in/subhrajit-basu/,Verified - provided by GFF,subhrajit-basu,https://www.linkedin.com/in/subhrajit-basu/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Takeshi Kito,Co-founder & CEO,Global Finance & Technology Network Japan,Japan,takeshi-kito-841b65109,https://www.linkedin.com/in/takeshi-kito-841b65109/,Verified - provided by GFF,takeshi-kito-841b65109,https://www.linkedin.com/in/takeshi-kito-841b65109/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Tejas Goenka,Managing Director,Tally,India,tejas-goenka-3ab25244,https://www.linkedin.com/in/tejas-goenka-3ab25244/,Verified - high-confidence public match,tejas-goenka-3ab25244,https://www.linkedin.com/in/tejas-goenka-3ab25244/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/tejas-goenka-3ab25244/; margin=1.00,https://globalfintechfest.com/speakers
Utkarsh Shukla,Chief AI Officer,Ringg,India,utkarsh-shukla-8b834b112,https://www.linkedin.com/in/utkarsh-shukla-8b834b112/,Verified - provided by GFF,utkarsh-shukla-8b834b112,https://www.linkedin.com/in/utkarsh-shukla-8b834b112/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Vijayakumar Bharathi S,Professor,Symbiosis Centre for Information Technology,India,dr-vijayakumar-bharathi-s-1085b72a,https://www.linkedin.com/in/dr-vijayakumar-bharathi-s-1085b72a/,Verified - high-confidence public match,dr-vijayakumar-bharathi-s-1085b72a,https://www.linkedin.com/in/dr-vijayakumar-bharathi-s-1085b72a/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/dr-vijayakumar-bharathi-s-1085b72a/; margin=1.00,https://globalfintechfest.com/speakers
Vinit Bajaj,President,Axis Bank,India,vinit-bajaj-b1848b11,https://www.linkedin.com/in/vinit-bajaj-b1848b11/,Verified - high-confidence public match,vinit-bajaj-b1848b11,https://www.linkedin.com/in/vinit-bajaj-b1848b11/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/vinit-bajaj-b1848b11/; margin=1.00,https://globalfintechfest.com/speakers
