Name,Designation,Company,Country,Best Available LinkedIn ID,Best Available LinkedIn URL,Verification Status,LinkedIn ID,LinkedIn URL,Match Status,Confidence,Match Evidence,Source URL
Valeria Ndapunikwa Mbango,"Director: Strategy, Projects and Transformation",Bank of Namibia,Namibia,valeria-ndapunikwa-mbango-b050a538,https://www.linkedin.com/in/valeria-ndapunikwa-mbango-b050a538/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/valeria-ndapunikwa-mbango-b050a538/; margin=1.00,https://globalfintechfest.com/speakers
Aashish Goel,"Professor, Management Science and Engineering, of Computer Science",Stanford University,United States of America,aashish-goel-05755357,https://www.linkedin.com/in/aashish-goel-05755357/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/aashish-goel-05755357/; margin=0.00,https://globalfintechfest.com/speakers
Abeneazer Wondwossen Lakew,Chief Portfolio Officer,Ethswitch,Ethiopia,abeneazer-lakew-1ab45b124,https://www.linkedin.com/in/abeneazer-lakew-1ab45b124/,Verified - provided by GFF,abeneazer-lakew-1ab45b124,https://www.linkedin.com/in/abeneazer-lakew-1ab45b124/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Abhinav Parashar,CEO and Co-Founder,Digio,India,abhinavparashar,https://www.linkedin.com/in/abhinavparashar/,Verified - provided by GFF,abhinavparashar,https://www.linkedin.com/in/abhinavparashar/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Abhishek Dwivedi,Managing Director & CEO,Navi,India,abhishekd4u,https://www.linkedin.com/in/abhishekd4u/,Verified - provided by GFF,abhishekd4u,https://www.linkedin.com/in/abhishekd4u/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Abhishek Gandhi,Co-founder and Chief Business Officer,FatakPay Digital,India,abhishekmgandhi,https://www.linkedin.com/in/abhishekmgandhi/,Verified - provided by GFF,abhishekmgandhi,https://www.linkedin.com/in/abhishekmgandhi/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Abhishek Poddar,Chief Product & Growth Officer,Reserve Bank Innovation Hub (RBIH),India,abhishekpoddar,https://www.linkedin.com/in/abhishekpoddar/,Verified - provided by GFF,abhishekpoddar,https://www.linkedin.com/in/abhishekpoddar/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Adelia Castelino,Co-Founder and Managing Director,In-Solutions Global Ltd.,India,adelia-castelino,https://www.linkedin.com/in/adelia-castelino/,Verified - high-confidence public match,adelia-castelino,https://www.linkedin.com/in/adelia-castelino/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/adelia-castelino/; margin=1.00,https://globalfintechfest.com/speakers
Aditya Bhamidipaty,Founder & CEO,FirstHive,United States of America,adityabhamidipaty,https://www.linkedin.com/in/adityabhamidipaty/,Verified - provided by GFF,adityabhamidipaty,https://www.linkedin.com/in/adityabhamidipaty/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Ajay K Sood,Deputy Managing Director,National Bank for Agriculture and Rural Development,India,ajay-kumar-sood-79827759,https://www.linkedin.com/in/ajay-kumar-sood-79827759/,Verified - provided by GFF,ajay-kumar-sood-79827759,https://www.linkedin.com/in/ajay-kumar-sood-79827759/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Ajay Rajan,Managing Director & CEO,Protean eGov Technologies,India,ajay-rajan-194b0325,https://www.linkedin.com/in/ajay-rajan-194b0325/,Verified - high-confidence public match,ajay-rajan-194b0325,https://www.linkedin.com/in/ajay-rajan-194b0325/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/ajay-rajan-194b0325/; margin=1.00,https://globalfintechfest.com/speakers
Ajay Trehan,Founder and CEO,AuthBridge,India,ajaytrehan,https://www.linkedin.com/in/ajaytrehan/,Verified - provided by GFF,ajaytrehan,https://www.linkedin.com/in/ajaytrehan/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Akhil Devmurari,"FinTech Sector Head, Asia Pacific, J.P. Morgan Payments",J.P. Morgan,Singapore,akhil-devmurari-839927250,https://www.linkedin.com/in/akhil-devmurari-839927250/,Verified - high-confidence public match,akhil-devmurari-839927250,https://www.linkedin.com/in/akhil-devmurari-839927250/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/akhil-devmurari-839927250/; margin=1.00,https://globalfintechfest.com/speakers
Ambar Sur,Founder & CEO,TerraPay,United Arab Emirates,ambarsur,https://www.linkedin.com/in/ambarsur/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/ambarsur/; margin=1.00,https://globalfintechfest.com/speakers
Amir Nagammy,Founder & Group CEO,Wizz Financial,United Arab Emirates,amirnagammy,https://www.linkedin.com/in/amirnagammy/,Verified - provided by GFF,amirnagammy,https://www.linkedin.com/in/amirnagammy/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Amitava Chatterjee,Managing Director & CEO,J&K Bank,India,65amitava,https://www.linkedin.com/in/65amitava/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/65amitava/; margin=0.00,https://globalfintechfest.com/speakers
Anil Goteti,Founder,Scapia,India,anilgoteti,https://www.linkedin.com/in/anilgoteti/,Verified - high-confidence public match,anilgoteti,https://www.linkedin.com/in/anilgoteti/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/anilgoteti/; margin=1.00,https://globalfintechfest.com/speakers
Anil Pinapala,Founder & MD,Vivifi India Finance Private Limited,India,anil-k-pinapala-57aaa5,https://www.linkedin.com/in/anil-k-pinapala-57aaa5/,Verified - provided by GFF,anil-k-pinapala-57aaa5,https://www.linkedin.com/in/anil-k-pinapala-57aaa5/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Anirudh Arun,CEO,Agentic Universe,India,anirudh-arun-2823b3204,https://www.linkedin.com/in/anirudh-arun-2823b3204/,Verified - high-confidence public match,anirudh-arun-2823b3204,https://www.linkedin.com/in/anirudh-arun-2823b3204/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/anirudh-arun-2823b3204/; margin=1.00,https://globalfintechfest.com/speakers
Ankit Durga,Chief Executive Officer,Fundamento AI,India,ankitdurga,https://www.linkedin.com/in/ankitdurga/,Verified - provided by GFF,ankitdurga,https://www.linkedin.com/in/ankitdurga/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Ankit Jain,Group Head of Product- Inperson payment and currency solutions,Network international,United Arab Emirates,ajankit,https://www.linkedin.com/in/ajankit/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/ajankit/; margin=0.00,https://globalfintechfest.com/speakers
Ankur Agrawal,Chief Business Officer,Sinch,India,ankur-agrawal-3a09b37,https://www.linkedin.com/in/ankur-agrawal-3a09b37/,Verified - provided by GFF,ankur-agrawal-3a09b37,https://www.linkedin.com/in/ankur-agrawal-3a09b37/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Anna Sheard,Creative Director,Interledger Foundation,United Kingdom,anna-sheard-850724141,https://www.linkedin.com/in/anna-sheard-850724141/,Verified - provided by GFF,anna-sheard-850724141,https://www.linkedin.com/in/anna-sheard-850724141/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Ashish Kashyap,Founder & CEO,INDmoney,India,ashishkashyap,https://www.linkedin.com/in/ashishkashyap/,Verified - high-confidence public match,ashishkashyap,https://www.linkedin.com/in/ashishkashyap/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/ashishkashyap/; margin=0.20,https://globalfintechfest.com/speakers
Bhavin Patel,CEO & Co-Founder,LenDenClub,India,bhavinpatel2022,https://www.linkedin.com/in/bhavinpatel2022/,Verified - provided by GFF,bhavinpatel2022,https://www.linkedin.com/in/bhavinpatel2022/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Nitin Chugh,MD & Group CEO,Perfios Software Solutions Private Ltd.,India,nitinchugh71,https://www.linkedin.com/in/nitinchugh71/,Verified - provided by GFF,nitinchugh71,https://www.linkedin.com/in/nitinchugh71/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Dharshan Shanthamurthy,Founder & CEO,SISA,India,dharshanshanthamurthy,https://www.linkedin.com/in/dharshanshanthamurthy/,Verified - high-confidence public match,dharshanshanthamurthy,https://www.linkedin.com/in/dharshanshanthamurthy/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/dharshanshanthamurthy/; margin=0.30,https://globalfintechfest.com/speakers
Ashish Runwal,Chief Executive Officer,Ruloans Financial Services Pvt Ltd,India,ashish-runwal-1419b0b1,https://www.linkedin.com/in/ashish-runwal-1419b0b1/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/ashish-runwal-1419b0b1/; margin=0.00,https://globalfintechfest.com/speakers
Anuj Khosla,Chief Executive Officer,Hitachi Payments,India,ankhosla,https://www.linkedin.com/in/ankhosla/,Verified - high-confidence public match,ankhosla,https://www.linkedin.com/in/ankhosla/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/ankhosla/; margin=1.00,https://globalfintechfest.com/speakers
Avinash Raghavendra,President & CIO,Axis Bank,India,avinash-raghavendra-6916a5105,https://www.linkedin.com/in/avinash-raghavendra-6916a5105/,Candidate - manual review required,,,ambiguous,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/avinash-raghavendra-6916a5105/; margin=0.00,https://globalfintechfest.com/speakers
Gaurav Mathur,Founder and CEO,Digital Gold India,India,gauravmathur-safegold,https://www.linkedin.com/in/gauravmathur-safegold/,Verified - provided by GFF,gauravmathur-safegold,https://www.linkedin.com/in/gauravmathur-safegold/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Carlin Crasto,Chief Technology Officer,86400,India,carlincrasto,https://www.linkedin.com/in/carlincrasto/,Verified - provided by GFF,carlincrasto,https://www.linkedin.com/in/carlincrasto/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Anoushka Dua,Head of Payments Asia South & JANA,Citibank N.A. Singapore,Singapore,anoushka-dua-451278152,https://www.linkedin.com/in/anoushka-dua-451278152/,Verified - provided by GFF,anoushka-dua-451278152,https://www.linkedin.com/in/anoushka-dua-451278152/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Ashish Shah,Deputy Managing Director,BOBCARD,India,ashish-shah-b13b1111,https://www.linkedin.com/in/ashish-shah-b13b1111/,Verified - high-confidence public match,ashish-shah-b13b1111,https://www.linkedin.com/in/ashish-shah-b13b1111/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/ashish-shah-b13b1111/; margin=1.00,https://globalfintechfest.com/speakers
Balaji Narayanamurthy,Chief Data Officer,IndusInd Bank Ltd,India,balaji-narayanamurthy,https://www.linkedin.com/in/balaji-narayanamurthy/,Verified - high-confidence public match,balaji-narayanamurthy,https://www.linkedin.com/in/balaji-narayanamurthy/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/balaji-narayanamurthy/; margin=0.20,https://globalfintechfest.com/speakers
Antriksh Parmar,Vice President,Open Network For Digital Commerce (ONDC),India,antriksh-parmar-79699430b,https://www.linkedin.com/in/antriksh-parmar-79699430b/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/antriksh-parmar-79699430b/; margin=0.00,https://globalfintechfest.com/speakers
Atul Mehta,CEO,Pay10,India,atulmehta07,https://www.linkedin.com/in/atulmehta07/,Verified - provided by GFF,atulmehta07,https://www.linkedin.com/in/atulmehta07/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Devraj Sanyal,"Chief of AI, and Data Science Officer",Reserve Bank Innovation Hub (RBIH),India,devraj-sanyal-754b111a1,https://www.linkedin.com/in/devraj-sanyal-754b111a1/,Verified - provided by GFF,devraj-sanyal-754b111a1,https://www.linkedin.com/in/devraj-sanyal-754b111a1/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Gaurav Mittal,Co- Founder & CEO,Vegapay,India,gaurav-mittal-8084349,https://www.linkedin.com/in/gaurav-mittal-8084349/,Verified - provided by GFF,gaurav-mittal-8084349,https://www.linkedin.com/in/gaurav-mittal-8084349/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Dipesh Karki,Co-Founder & CTO,LenDenClub,India,deepeshkarkee,https://www.linkedin.com/in/deepeshkarkee/,Verified - provided by GFF,deepeshkarkee,https://www.linkedin.com/in/deepeshkarkee/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Chandershekhar Sharma,DMD (Transaction Banking),State Bank of India,India,chandershekhar-sharma-1a52a225,https://www.linkedin.com/in/chandershekhar-sharma-1a52a225/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/chandershekhar-sharma-1a52a225/; margin=0.00,https://globalfintechfest.com/speakers
Anupam Vasdani,Group Chief Financial Officer,True Balance India Pvt. Ltd.,India,anupam-vasdani-14594a6,https://www.linkedin.com/in/anupam-vasdani-14594a6/,Verified - provided by GFF,anupam-vasdani-14594a6,https://www.linkedin.com/in/anupam-vasdani-14594a6/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Gaurav Shisodia,Vice President & Country Manager (India),Payoneer,India,gaurav-shisodia-742b5b15,https://www.linkedin.com/in/gaurav-shisodia-742b5b15/,Verified - provided by GFF,gaurav-shisodia-742b5b15,https://www.linkedin.com/in/gaurav-shisodia-742b5b15/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Dilip Modi,Founder & CEO,Spice Money,India,dilip-modi-251b644,https://www.linkedin.com/in/dilip-modi-251b644/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/dilip-modi-251b644/; margin=0.00,https://globalfintechfest.com/speakers
Brajesh Khandelwal,EVP & Business Head Lending,Intellect Design Arena,India,brajesh-khandelwal-839b291a,https://www.linkedin.com/in/brajesh-khandelwal-839b291a/,Verified - provided by GFF,brajesh-khandelwal-839b291a,https://www.linkedin.com/in/brajesh-khandelwal-839b291a/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Dipesh Shah,Executive Director,International Financial Services Centres Authority,India,dr-dipesh-shah-38606118,https://www.linkedin.com/in/dr-dipesh-shah-38606118/,Verified - provided by GFF,dr-dipesh-shah-38606118,https://www.linkedin.com/in/dr-dipesh-shah-38606118/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Gautam Aggarwal,Division President South Asia,Mastercard,India,gautamagg,https://www.linkedin.com/in/gautamagg/,Verified - provided by GFF,gautamagg,https://www.linkedin.com/in/gautamagg/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
D Surendran,Executive Director,Punjab National Bank,India,d-surendran-1183a822b,https://www.linkedin.com/in/d-surendran-1183a822b/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/d-surendran-1183a822b/; margin=0.00,https://globalfintechfest.com/speakers
Deep Agrawal,Head of Payments,PhonePe,India,deepagrawal1,https://www.linkedin.com/in/deepagrawal1/,Verified - high-confidence public match,deepagrawal1,https://www.linkedin.com/in/deepagrawal1/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/deepagrawal1/; margin=1.00,https://globalfintechfest.com/speakers
Arif Khan,Chief Innovation Officer,Razorpay Software Limited,India,arif-khan-63411459,https://www.linkedin.com/in/arif-khan-63411459/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/arif-khan-63411459/; margin=0.00,https://globalfintechfest.com/speakers
Girish Budhiraja,Chief Sales & Marketing Officer,SBI Cards & Payment Services Limited,India,girish-budhiraja-047a991,https://www.linkedin.com/in/girish-budhiraja-047a991/,Verified - high-confidence public match,girish-budhiraja-047a991,https://www.linkedin.com/in/girish-budhiraja-047a991/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/girish-budhiraja-047a991/; margin=0.20,https://globalfintechfest.com/speakers
Ganesh Ananthanarayanan,Executive Director-Business Operations,Airtel Payments Bank,India,ganesh-ananthanarayanan-537884,https://www.linkedin.com/in/ganesh-ananthanarayanan-537884/,Verified - high-confidence public match,ganesh-ananthanarayanan-537884,https://www.linkedin.com/in/ganesh-ananthanarayanan-537884/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/ganesh-ananthanarayanan-537884/; margin=1.00,https://globalfintechfest.com/speakers
Ashwini Kumar Tewari,Managing Director (CB&S),State Bank of India,India,,,No indexed candidate found,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Goverdhan Singh Rawat,Deputy Managing Director,National Bank for Agriculture and Rural Development,India,goverdhan-rawat-48281b31,https://www.linkedin.com/in/goverdhan-rawat-48281b31/,Verified - provided by GFF,goverdhan-rawat-48281b31,https://www.linkedin.com/in/goverdhan-rawat-48281b31/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Hrushikesh Mehta,Chief Business Officer - Financial Services,Open Network for Digital Commerce,India,hrushikesh-mehta-88564b8,https://www.linkedin.com/in/hrushikesh-mehta-88564b8/,Verified - high-confidence public match,hrushikesh-mehta-88564b8,https://www.linkedin.com/in/hrushikesh-mehta-88564b8/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/hrushikesh-mehta-88564b8/; margin=1.00,https://globalfintechfest.com/speakers
Ishan Shah,Lead - M&A and Strategy,The Fintech Meetup,India,ishanshah26,https://www.linkedin.com/in/ishanshah26/,Verified - provided by GFF,ishanshah26,https://www.linkedin.com/in/ishanshah26/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Guhan Muthuswamy,Co-Founder & Software Architect,Mindgate Solutions Pvt. Ltd,India,guhan-m-8447bab,https://www.linkedin.com/in/guhan-m-8447bab/,Verified - provided by GFF,guhan-m-8447bab,https://www.linkedin.com/in/guhan-m-8447bab/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Dusmanta Kesari Patra,General Manager,Punjab National Bank,India,dusmanta-patra-08048315,https://www.linkedin.com/in/dusmanta-patra-08048315/,Verified - provided by GFF,dusmanta-patra-08048315,https://www.linkedin.com/in/dusmanta-patra-08048315/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Pallavi Shrivastava,Co-founder,Progcap,India,pallavishrivastava,https://www.linkedin.com/in/pallavishrivastava/,Verified - provided by GFF,pallavishrivastava,https://www.linkedin.com/in/pallavishrivastava/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Parthasarathi Patnaik,Chief Risk & Data Officer,Vayana,India,parthasarathi-patnaik-426318,https://www.linkedin.com/in/parthasarathi-patnaik-426318/,Verified - provided by GFF,parthasarathi-patnaik-426318,https://www.linkedin.com/in/parthasarathi-patnaik-426318/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Deepak Mendiratta,"Chief Executive Officer, PayU Finance",PayU Finance,India,deepak-mendiratta-5a7b02,https://www.linkedin.com/in/deepak-mendiratta-5a7b02/,Verified - provided by GFF,deepak-mendiratta-5a7b02,https://www.linkedin.com/in/deepak-mendiratta-5a7b02/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Deepak Shenoy,Founder & CEO,Capitalmind Mutual Fund,India,deepakshenoy,https://www.linkedin.com/in/deepakshenoy/,Verified - high-confidence public match,deepakshenoy,https://www.linkedin.com/in/deepakshenoy/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/deepakshenoy/; margin=1.00,https://globalfintechfest.com/speakers
Frances Choo,Group Head - Products & Partnerships,NTT DATA Payment Services,Malaysia,frances-choo-aba09264,https://www.linkedin.com/in/frances-choo-aba09264/,Verified - high-confidence public match,frances-choo-aba09264,https://www.linkedin.com/in/frances-choo-aba09264/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/frances-choo-aba09264/; margin=1.00,https://globalfintechfest.com/speakers
Pratekk Agarwaal,Founder & GP,GrowthCap Ventures,India,pratekk,https://www.linkedin.com/in/pratekk/,Verified - high-confidence public match,pratekk,https://www.linkedin.com/in/pratekk/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/pratekk/; margin=1.00,https://globalfintechfest.com/speakers
Pankaj Singh,Co-founder & Partner,Aagama Ventures,India,pankaj-singh-6546ab2b,https://www.linkedin.com/in/pankaj-singh-6546ab2b/,Verified - provided by GFF,pankaj-singh-6546ab2b,https://www.linkedin.com/in/pankaj-singh-6546ab2b/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Guhaprasath Rajagopal,"Head of Payments, India",J.P. Morgan,India,guhaprasathr,https://www.linkedin.com/in/guhaprasathr/,Verified - provided by GFF,guhaprasathr,https://www.linkedin.com/in/guhaprasathr/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Pankaj Dinesh Gadgil,MD & CEO,Aditya Birla Housing Finance Ltd.,India,,,No indexed candidate found,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Nirav Prajapati,"Co Founder, CEO",Ignosis AI,India,niravprajapati1,https://www.linkedin.com/in/niravprajapati1/,Verified - provided by GFF,niravprajapati1,https://www.linkedin.com/in/niravprajapati1/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Rajeev Ranka,Partner,IF Asia / SMBC ARF,India,rajeevranka,https://www.linkedin.com/in/rajeevranka/,Verified - provided by GFF,rajeevranka,https://www.linkedin.com/in/rajeevranka/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Pratik Bhakta,Senior Editor,The Arc Web,India,pratik-bhakta-23649631,https://www.linkedin.com/in/pratik-bhakta-23649631/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/pratik-bhakta-23649631/; margin=0.00,https://globalfintechfest.com/speakers
Rajesh Pai Fondekar,"Group Vice President & Head of Product Management, Digital Financial Solutions",Comviva Technologies,India,rajesh-fondekar-98a85743,https://www.linkedin.com/in/rajesh-fondekar-98a85743/,Verified - provided by GFF,rajesh-fondekar-98a85743,https://www.linkedin.com/in/rajesh-fondekar-98a85743/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Hari Menon,"Partner & EVP | Global Delivery & Business Head - AI, Wealth, & Capital Markets",Intellect Design Arena,United Kingdom,harinmenon,https://www.linkedin.com/in/harinmenon/,Verified - provided by GFF,harinmenon,https://www.linkedin.com/in/harinmenon/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
G Sivakumar,Porfessor,IIT Bombay,India,g-sivakumar-37861227,https://www.linkedin.com/in/g-sivakumar-37861227/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/g-sivakumar-37861227/; margin=0.00,https://globalfintechfest.com/speakers
Hitesh Sethia,Managing Director and Chief Executive Officer,JioFinance,India,hitesh03,https://www.linkedin.com/in/hitesh03/,Verified - provided by GFF,hitesh03,https://www.linkedin.com/in/hitesh03/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Indraneel Ajitkumar Pandit,Chief Digital Officer,The Federal Bank Limited,India,,,No indexed candidate found,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Saravanan Nattanmai,Managing Partner,Premji Invest,India,saravanan-nattanmai-270b9410,https://www.linkedin.com/in/saravanan-nattanmai-270b9410/,Verified - provided by GFF,saravanan-nattanmai-270b9410,https://www.linkedin.com/in/saravanan-nattanmai-270b9410/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Raul Rebello,CEO & MD,Mahindra & Mahindra Financial Services,India,raul-rebello-6446535,https://www.linkedin.com/in/raul-rebello-6446535/,Verified - high-confidence public match,raul-rebello-6446535,https://www.linkedin.com/in/raul-rebello-6446535/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/raul-rebello-6446535/; margin=1.00,https://globalfintechfest.com/speakers
Maitreya Wagh,Co-Founder & CEO,Bolna,India,maitreya-wagh,https://www.linkedin.com/in/maitreya-wagh/,Verified - provided by GFF,maitreya-wagh,https://www.linkedin.com/in/maitreya-wagh/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Ganesh AR,Group Chief Technology Officer,JioFinance,India,ganesh-ar-8353741,https://www.linkedin.com/in/ganesh-ar-8353741/,Verified - provided by GFF,ganesh-ar-8353741,https://www.linkedin.com/in/ganesh-ar-8353741/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sagrika Shah,Principal,Aagama Ventures,India,sagrikashah,https://www.linkedin.com/in/sagrikashah/,Verified - provided by GFF,sagrikashah,https://www.linkedin.com/in/sagrikashah/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Sanjay Pandey,Chief General Manager (Digital Banking-Consumer),State Bank of India,India,sanjay-pandey-0876318,https://www.linkedin.com/in/sanjay-pandey-0876318/,Candidate - manual review required,,,ambiguous,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/sanjay-pandey-0876318/; margin=0.00,https://globalfintechfest.com/speakers
Surbhe Sharma,Chief Executive Officer,JioFinance,India,surbhis,https://www.linkedin.com/in/surbhis/,Verified - provided by GFF,surbhis,https://www.linkedin.com/in/surbhis/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
Salila Pande,Managing Director & CEO,SBI Cards,India,salila-pande-1145035a,https://www.linkedin.com/in/salila-pande-1145035a/,Verified - high-confidence public match,salila-pande-1145035a,https://www.linkedin.com/in/salila-pande-1145035a/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/salila-pande-1145035a/; margin=1.00,https://globalfintechfest.com/speakers
Rajendran Narayanan,Executive Advisor,Nextent Labs Private Limited,India,nrajendran74,https://www.linkedin.com/in/nrajendran74/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/nrajendran74/; margin=0.00,https://globalfintechfest.com/speakers
Ishan Sharma,Head of Sales and Business Development,Juspay Technologies,India,-ishan-sharma,https://www.linkedin.com/in/-ishan-sharma/,Candidate - manual review required,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/-ishan-sharma/; margin=0.00,https://globalfintechfest.com/speakers
Ravi Pangal,Chief Information Officer,IndusInd Bank,India,ravi-pangal-7121871,https://www.linkedin.com/in/ravi-pangal-7121871/,Verified - high-confidence public match,ravi-pangal-7121871,https://www.linkedin.com/in/ravi-pangal-7121871/,matched,0.8,exact_name; designation_match; candidate=https://www.linkedin.com/in/ravi-pangal-7121871/; margin=0.10,https://globalfintechfest.com/speakers
Sanjay Tripathy,Co-Founder & CEO,BRISKPE,India,tripathysanjay,https://www.linkedin.com/in/tripathysanjay/,Verified - provided by GFF,tripathysanjay,https://www.linkedin.com/in/tripathysanjay/,provided,1.0,allSpeakersData LinkedIn field,https://globalfintechfest.com/speakers
